Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
33,Una empresa de medios global utiliza AWS Organizations para administrar varias cuentas de AWS. ¿Qué servicio o característica de AWS puede utilizar la empresa para limitar el acceso a los servicios de AWS para las cuentas de los miembros?,"A. Gestión de acceso e identidad de AWS (IAM).
B. Políticas de control de servicios (SCP).
C. Unidades organizativas (OU).
D. Listas de control de acceso (ACL).",B. Políticas de control de servicios (SCP).,"AWS Organizations ayuda a administrar múltiples cuentas de AWS de manera centralizada. Los SCP son una característica de AWS Organizations que permite a una organización establecer reglas que rigen el uso de los servicios de AWS en todas las cuentas de la organización. Las SCP se pueden utilizar para restringir el uso de servicios específicos de AWS o para imponer condiciones o requisitos adicionales sobre el uso de esos servicios. Las SCP se aplican a nivel de unidad organizativa (OU), por lo que las organizaciones pueden crear diferentes políticas para diferentes grupos de cuentas dentro de su organización AWS.","https://docs.aws.amazon.com/organizations/latest/userguide/orgs_introduction.html#:~:text=.%20In%20SCPs%2C%20you,in%20the%20organization."
34,Una empresa quiere limitar el acceso de sus empleados a AWS a una cartera de recursos de AWS predefinidos. ¿Qué solución de AWS debería utilizar la empresa para cumplir con este requisito?,"A. Configuración de AWS.
B. Kits de desarrollo de software (SDK) de AWS.
C. Catálogo de servicios de AWS.
D. Sincronización de aplicaciones de AWS.",C. Catálogo de servicios de AWS.,"AWS Service Catalog puede crear, organizar y controlar un catálogo seleccionado de recursos de AWS que se pueden compartir en el nivel de permisos para que pueda aprovisionar rápidamente recursos de nube aprobados sin necesidad de acceso directo a los servicios subyacentes de AWS.","https://aws.amazon.com/servicecatalog/#:~:text=AWS%20Service%20Catalog%3F,the%20underlying%20AWS%20services."
35,"Una empresa en línea ejecutaba una carga de trabajo local y tenía dificultades para lanzar nuevos productos y funciones. Después de migrar la carga de trabajo a AWS, la empresa puede lanzar rápidamente productos y funciones y escalar su infraestructura según sea necesario. ¿Qué propuesta de valor de la nube de AWS describe este escenario?","A. Agilidad empresarial.
B. Alta disponibilidad.
C. Seguridad.
D. Auditoría centralizada.",A. Agilidad empresarial.,"Aumente la velocidad y la agilidad: en un entorno de computación en la nube, los nuevos recursos de TI están a solo un clic de distancia, lo que significa que usted reduce el tiempo para poner esos recursos a disposición de sus desarrolladores de semanas a solo minutos. Esto da como resultado un aumento dramático en la agilidad de la organización, ya que el costo y el tiempo que lleva experimentar y desarrollar es significativamente menor.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
36,¿Cuáles de las siguientes son ventajas de la nube de AWS? (Escoge dos.),"A. Gestión de AWS de la infraestructura propiedad del usuario.
B. Capacidad para cambiar rápidamente la capacidad requerida.
C. Altas economías de escala.
D. Mayor tiempo de implementación en el mercado.
E. Aumento de gastos fijos.","B. Capacidad para cambiar rápidamente la capacidad requerida.
C. Altas economías de escala.",Economía a escala: se beneficia de la agregación masiva de recursos consumidos por todos los clientes en la plataforma AWS. Rapidez y Agilidad.,https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
37,AWS tiene la capacidad de lograr precios de pago por uso más bajos agregando el uso entre cientos de miles de usuarios. ¿Qué ventaja describe esto de la nube de AWS?,"A. Lanzamiento global en minutos.
B. Aumentar la velocidad y la agilidad.
C. Altas economías de escala.
D. No hacer conjeturas sobre la capacidad informática.",C. Altas economías de escala.,"Benefíciese de enormes economías de escala: al utilizar la computación en la nube, puede lograr un costo variable más bajo que el que puede obtener por su cuenta. Debido a que el uso de cientos de miles de clientes se agrega en la nube, proveedores como AWS pueden lograr mayores economías de escala, lo que se traduce en precios de pago por uso más bajos.","https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html#:~:text=Benefit%20from%20massive,you%2Dgo%20prices."
38,Una empresa tiene un servidor de base de datos que siempre está funcionando. La empresa aloja el servidor en instancias Amazon EC2. Los tamaños de instancia son adecuados para la carga de trabajo. La carga de trabajo tendrá una duración de 1 año. ¿Qué opción de compra de instancia EC2 cumplirá con estos requisitos de manera MÁS rentable?,"A. Instancias reservadas estándar.
B. Instancias bajo demanda.
C. Instancias puntuales.
D. Instancias reservadas convertibles.",A. Instancias reservadas estándar.,"Las Instancias reservadas estándar le brindan un descuento significativo (hasta un 72 %) en comparación con el precio de las Instancias bajo demanda y se pueden comprar por un período de 1 o 3 años. Los clientes tienen la flexibilidad de cambiar la zona de disponibilidad, el tamaño de la instancia y el tipo de red de sus Instancias reservadas estándar. Compre Instancias reservadas convertibles si necesita flexibilidad adicional, como la capacidad de utilizar diferentes familias de instancias, sistemas operativos o arrendamientos durante el plazo de la Instancia reservada. Las Instancias reservadas convertibles le brindan un descuento significativo (hasta 66 %) en comparación con las Instancias bajo demanda y se pueden comprar por un plazo de 1 o 3 años.",https://aws.amazon.com/ec2/pricing/reserved-instances/pricing/
39,Una empresa está desarrollando una aplicación móvil que necesita una base de datos NoSQL de alto rendimiento. ¿Qué servicios de AWS podría utilizar la empresa para esta base de datos? (Escoge dos.),"A. Aurora amazónica.
B. Amazon RDS.
C. Desplazamiento al rojo de Amazon.
D. Amazon DocumentDB (con compatibilidad con MongoDB).
E. Amazon DynamoDB.","D. Amazon DocumentDB (con compatibilidad con MongoDB).
E. Amazon DynamoDB.","Amazon DynamoDB, que es un servicio de base de datos NoSQL totalmente administrado que proporciona un rendimiento rápido y predecible con una escalabilidad perfecta. Amazon DocumentDB (con compatibilidad con MongoDB), que es un servicio de base de datos de documentos totalmente administrado que admite cargas de trabajo de MongoDB y proporciona alto rendimiento, escalabilidad y disponibilidad con las capacidades de seguridad y cumplimiento de AWS.",https://aws.amazon.com/nosql/
40,"¿Qué tareas son responsabilidad de AWS, según el modelo de responsabilidad compartida de AWS? (Escoge dos.)","A. Parchee el sistema operativo invitado de Amazon EC2.
B. Actualizar el firmware de la infraestructura de red.
C. Aplicar la rotación de contraseñas para los usuarios de IAM.
D. Mantener la seguridad física de las ubicaciones de borde.
E. Mantener el acceso con privilegios mínimos a la cuenta de usuario raíz.","B. Actualizar el firmware de la infraestructura de red.
     D. Mantener la seguridad física de las ubicaciones de borde.","Actualizar el firmware de la infraestructura de red: AWS es responsable de administrar y mantener la infraestructura de red subyacente, incluida la actualización del firmware de sus dispositivos y equipos de red. Mantener la seguridad física de las ubicaciones de borde: AWS es responsable de la seguridad física de su infraestructura global, que incluye la seguridad y protección de las ubicaciones de borde.",Como se muestra en https://aws.amazon.com/compliance/shared-responsibility-model/
41,¿Cuáles de las siguientes son características de las ACL de red tal como se utilizan en la nube de AWS? (Escoge dos.),"A. No tienen estado.
B. Tienen estado.
C. Evalúan todas las reglas antes de permitir el tráfico.
D. Procesan las reglas en orden, comenzando con la regla con el número más bajo, al decidir si permiten el tráfico.
E. Operan a nivel de instancia.","A. No tienen estado.
D. Procesan las reglas en orden, comenzando con la regla con el número más bajo, al decidir si permiten el tráfico.","No tienen estado: las ACL de red en AWS no tienen estado, lo que significa que no realizan un seguimiento del estado de una conexión. Cada paquete entrante y saliente se evalúa de forma independiente según las reglas definidas en la ACL. Procesan las reglas en orden, comenzando con la regla con el número más bajo al decidir si permiten el tráfico: las ACL de red evalúan las reglas secuencialmente y las procesan en orden, comenzando con la regla con el número más bajo. Una vez que se encuentra una regla coincidente, el procesamiento se detiene y la decisión de permitir o denegar el tráfico se toma en función de esa regla. No se evalúan más reglas.",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html
42,Una empresa ha diseñado su infraestructura en la nube de AWS para ejecutar sus cargas de trabajo de forma eficaz. La empresa también cuenta con protocolos para mejorar continuamente los procesos de soporte. ¿Qué pilar del marco de buena arquitectura de AWS representa este escenario?,"A. Una garantia.
B. Eficiencia en el desempeño.
C. Optimización de costos.
D. Excelencia operativa.",D. Excelencia operativa.,"La excelencia operativa en el marco de buena arquitectura de AWS se refiere a la capacidad de ejecutar y monitorear sistemas de manera efectiva, mejorando continuamente los procesos y procedimientos. Abarca el diseño y la gestión de cargas de trabajo para lograr los objetivos comerciales y de los clientes de manera eficiente. Se centra en automatizar procesos, identificar áreas de mejora y tomar decisiones informadas basadas en datos operativos y comentarios.",https://wa.aws.amazon.com/wat.pillars.wa-pillars.en.html
43,Una empresa necesita visualizar gráficamente la facturación y el uso de AWS a lo largo del tiempo. La empresa también necesita información sobre sus costos mensuales de AWS. ¿Qué herramienta de gestión de costos y facturación de AWS proporciona estos datos en formato gráfico?,"A. AWS Bills.
B. Cost Explorer.
C. AWS Cost and Usage Report.
D. AWS Budgets.",B. Cost Explorer.,"Cost Explorer (B) permite a los usuarios visualizar y comprender sus costos de AWS y las tendencias de uso a lo largo del tiempo. También proporciona información sobre los costos mensuales de los servicios de AWS y permite a los usuarios crear informes de costos y presupuestos personalizados. Las otras opciones, AWS Bills, AWS Cost and Usage Report y AWS Budgets brindan diferentes funcionalidades relacionadas con la facturación y la administración de costos en AWS, pero no brindan visualización gráfica de datos.",https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
44,¿Qué servicio o característica de AWS se puede utilizar para crear una conexión privada entre una carga de trabajo local y una carga de trabajo en la nube de AWS?,"A. Ruta Amazónica 53.
B. Amazon Macie.
C. Conexión directa de AWS.
D. Enlace privado de AWS.",D. Enlace privado de AWS.,"AWS PrivateLink proporciona conectividad privada entre nubes privadas virtuales (VPC), servicios de AWS compatibles y sus redes locales sin exponer su tráfico a la Internet pública.","https://d1.awsstatic.com/products/privatelink/product-page-diagram_AWS-PrivateLink.fc899b8ebd46fa0b3537d9be5b2e82de328c63b8.png, https://aws.amazon.com/privatelink/#:~:text=AWS%20PrivateLink%20provides% 20conectividad%20privada,tráfico%20a%20la%20pública%20internet"
45,"Una empresa quiere ejecutar cargas de trabajo de producción en AWS. La empresa necesita un servicio de conserjería, un administrador de cuentas técnicas (TAM) de AWS designado y soporte técnico que esté disponible las 24 horas del día, los 7 días de la semana. ¿Qué plan de AWS Support cumplirá con estos requisitos?","A. AWS Basic Support.
B. AWS Enterprise Support.
C. AWS Business Support.
D. AWS Developer Support.",B. AWS Enterprise Support.,"AWS Enterprise Support es el nivel más alto de soporte ofrecido por AWS y brinda acceso a una variedad de beneficios y servicios, incluido un administrador de cuentas técnicas (TAM) dedicado. El TAM actúa como un punto de contacto único, brinda orientación y asistencia personalizadas para utilizar los servicios de AWS de manera efectiva, optimizar las cargas de trabajo y abordar consultas o problemas técnicos. Además del TAM, AWS Enterprise Support ofrece servicio de conserjería, que brinda asistencia con consultas relacionadas con la cuenta y la facturación, aumentos del límite de servicio y soporte operativo general. AWS Enterprise Support también incluye soporte técnico 24 horas al día, 7 días a la semana, lo que garantiza que la asistencia esté disponible las 24 horas del día para problemas críticos o emergencias.",https://aws.amazon.com/premiumsupport/plans/enterprise/
